price,total_square,rooms,floor
22500000,73.3,3,12
79990000,140.0,4,7
8592316,32.0,1,21
21600000,75.2,3,11
8200000,60.0,2,17
119985030,170.7,4,9
13518390,48.54,2,10
61000000,100.0,3,5
6900000,26.4,1,3
13000000,74.6,2,8
13900000,110.0,3,1
14380660,41.0,1,5
9500000,38.9,1,17
12700000,42.0,1,10
30000000,110.3,3,6
23370000,43.49,1,23
13500000,56.4,3,2
13900000,50.0,2,4
14400000,58.7,2,16
14000000,49.0,2,17
9750000,61.1,2,2
29000000,51.3,1,6
46031986,84.26,2,6
12700000,73.8,2,9
6200000,28.7,1,9
18500000,96.3,4,15
39089999,78.72,2,7
14900000,58.5,2,6
19490000,41.0,2,22
9200000,33.0,1,4
8800000,41.9,1,10
15500000,62.8,3,1
95000000,176.5,1,2
25999000,55.0,2,9
23300000,102.0,4,3
4600000,26.2,1,8
15075404,56.57,2,8
32990000,42.0,2,15
7600000,39.0,1,10
21231981,73.6,4,13
9190000,35.0,1,2
64500000,198.5,4,25
31728859,64.1,2,2
7100000,32.6,1,2
24000000,75.0,3,15
12300000,38.4,1,19
8400000,49.0,2,14
18000000,136.0,3,14
26900000,50.0,1,14
20225394,68.1,2,10
10350000,65.1,2,7
24000000,53.5,2,8
24884680,48.0,1,21
7900000,32.0,1,6
14000000,39.0,1,15
7450000,19.6,1,33
14415940,40.7,1,8
65919360,111.0,4,23
6300000,42.5,1,8
8100000,32.6,1,4
19500000,53.0,2,11
4900000,17.9,1,5
26761788,61.9,2,8
299000000,330.0,5,2
20790000,50.2,1,8
5030000,29.3,1,9
19956546,85.5,3,2
12750000,89.2,3,11
17810000,29.97,1,21
49000000,108.0,4,31
15500000,33.0,1,4
20000000,85.0,2,11
10709927,40.0,2,8
16736846,41.0,1,12
20500000,74.3,3,7
36000000,80.0,3,8
10900000,79.0,3,5
23800000,75.9,3,21
12500000,36.0,1,15
3969209,27.17,1,1
50000000,250.0,6,10
16500000,73.6,2,10
31900000,111.0,3,6
15750150,53.3,2,4
33000000,63.0,2,6
24031280,49.18,2,16
11849177,41.0,1,6
10800000,38.9,1,3
15500000,92.1,3,16
27000000,85.0,3,7
62600000,85.0,3,15
10999000,53.1,2,2
41000000,81.4,3,16
21000000,114.9,4,9
32640270,85.67,3,4
6250000,39.9,1,3
18521001,58.1,2,12
24899990,45.2,2,3
10900000,82.4,3,3
13377231,79.9,2,12
16350000,76.0,3,5
14990000,57.9,2,18
8340000,46.8,2,3
14368000,44.9,1,3
13400304,51.0,2,13
21500000,73.8,3,16
5800000,42.0,1,12
8350000,33.0,1,4
20900000,75.0,2,11
43200000,75.0,3,13
36397120,86.0,3,40
14925320,53.5,3,6
78900000,154.6,4,19
14300000,63.0,2,2
25000000,73.1,3,5
28770000,64.3,2,1
100000000,163.0,1,15
15100000,58.9,2,5
5295000,31.0,1,8
10490000,39.0,1,14
18241429,79.41,3,28
9500000,44.7,2,3
11100000,63.0,2,8
5500000,19.7,1,15
9983772,61.0,3,8
13723929,59.9,3,5
6590000,29.0,1,4
9150000,52.0,2,1
14645319,69.0,3,13
21030000,43.51,1,22
35965716,59.2,1,4
36950000,75.6,3,15
9921360,61.7,3,20
9700000,39.0,1,2
13229206,51.9,2,3
35446960,86.0,3,37
11600000,55.6,2,3
5500000,37.0,1,4
18000000,54.0,2,4
36460000,68.39,3,22
13500000,55.4,2,2
23950000,66.3,2,5
14916550,73.3,3,14
14429651,38.86,1,3
35537760,66.7,2,9
9800000,32.6,1,2
55000000,120.2,3,7
37930256,73.0,2,14
11357455,24.7,1,12
43869140,82.0,2,7
45000000,110.0,3,6
4500000,23.0,1,12
21999999,51.81,1,8
19500000,51.1,2,12
36000000,55.4,3,2
24900000,77.0,3,1
5385695,31.19,1,4
8089374,20.1,1,15
12800000,64.0,2,7
9999990,52.3,2,4
10000000,35.0,1,2
17000000,51.6,2,10
98000000,110.0,3,3
24000000,100.0,4,4
42496088,94.0,3,12
11357634,44.9,1,15
13315542,78.4,3,21
28145554,55.6,2,2
35722593,104.7,4,10
7000000,36.7,1,2
11000000,33.0,1,4
12800000,73.4,2,9
12000000,45.7,2,4
33500000,77.0,3,17
7491569,23.6,1,7
25550000,76.0,3,6
10000000,47.0,2,7
19250000,57.7,2,8
9500000,31.2,1,4
14200000,50.9,2,12
12500000,45.0,2,12
20366368,44.0,2,30
16589646,67.0,2,22
24500000,41.0,1,7
4300000,14.5,1,1
11870000,36.0,1,2
6200000,35.3,1,14
19913450,92.0,4,2
37225840,77.0,2,18
34017464,97.0,3,14
12079809,23.5,1,49
43239855,65.2,2,28
5000000,34.5,1,7
34050000,114.12,3,4
15739999,58.0,2,22
7600000,40.0,1,1
10083231,33.11,1,20
22682456,60.0,2,11
49900000,121.0,3,27
6500000,35.7,1,8
67000000,133.0,5,16
82700000,78.5,3,3
59055280,117.64,3,32
13700000,60.0,3,7
17000000,58.7,2,4
12490000,53.7,2,8
30093645,75.28,3,29
7500000,38.8,1,3
19327998,102.7,4,6
21000000,75.3,4,2
17850000,38.7,1,2
11550000,44.4,2,5
23384767,43.0,1,14
15900000,92.7,4,10
250344144,460.0,6,23
105000000,169.0,4,33
12500000,65.0,2,6
14259892,45.0,2,12
84481000,88.4,3,4
25500000,81.4,3,3
10300000,37.5,1,7
4650000,21.0,1,3
17500000,65.2,2,12
65000000,173.0,5,11
17795568,56.0,2,30
145922400,137.6,2,2
160000000,194.7,5,14
18000000,51.3,2,13
7571776,60.4,3,4
13199999,68.4,3,2
17954040,60.5,2,8
11690000,39.6,2,5
10996307,41.0,1,22
65755148,129.0,4,9
6600000,55.2,2,6
217000000,196.0,3,29
10045826,33.11,1,18
8990000,28.0,1,15
13200000,46.8,2,5
7750000,44.0,2,5
150000000,240.0,6,4
16498789,62.5,3,4
35103360,78.0,2,13
9900000,68.8,3,6
20858158,62.7,3,21
12200000,60.0,3,5
13000000,86.0,4,1
5500000,30.5,1,5
18500000,85.2,3,5
13115542,61.61,3,2
9350000,58.6,2,5
7388500,27.2,1,11
16950000,61.7,3,3
9290000,39.0,1,6
8880000,55.0,2,1
16483645,61.6,2,2
8755088,30.0,1,3
21930000,52.0,2,14
13950000,45.0,4,1
5600000,14.6,1,1
26600000,94.9,3,9
78000000,109.0,3,5
15549438,47.86,1,2
38111611,66.5,2,6
5900000,40.2,2,1
56818413,95.67,4,8
4400000,20.0,1,1
50400000,144.0,4,16
10300000,45.0,2,3
36200000,89.0,3,6
126986160,138.0,4,7
13605200,45.2,1,18
26500000,68.0,3,6
18990000,55.8,2,10
9380000,39.5,1,2
8990000,49.0,1,19
33000000,95.3,3,4
28900000,50.3,2,10
28300000,78.0,3,1
12300000,51.7,2,8
6000000,42.4,2,1
20200000,76.7,3,8
85000000,140.0,4,10
15500000,78.3,3,12
140000000,200.5,5,3
59000000,145.0,4,3
19000000,56.0,2,4
4884565,29.43,1,1
9500000,37.0,1,18
23180950,58.0,1,13
7864560,33.1,1,10
13754305,47.6,2,2
19250000,54.5,2,2
16979012,59.0,2,9
10400000,45.7,2,1
30011250,39.35,1,9
19350000,72.66,3,8
15300000,83.0,3,2
3750000,25.5,1,2
8166286,18.0,1,15
18000000,44.0,1,7
12900014,36.2,1,33
9928728,37.4,1,2
8115846,24.0,1,2
12850000,75.0,3,8
86727420,101.4,3,10
33000000,78.2,3,7
6823812,55.86,2,9
8500000,47.2,3,10
27413080,46.78,2,48
14500000,55.2,2,3
26000000,40.7,1,13
10150000,41.4,1,3
130000000,220.0,4,3
25300000,40.8,2,3
13593750,31.25,1,13
20500000,67.7,3,4
26100000,69.0,2,22
15800000,71.7,2,18
47000000,73.0,4,5
14000000,60.0,2,15
16476800,61.0,2,9
12999000,44.4,2,4
165000000,219.7,1,5
11400000,32.0,1,4
14700000,37.5,1,12
12700000,59.0,2,24
34000000,146.0,4,3
18126216,76.0,3,7
13610422,53.0,2,2
128750000,205.0,5,24
8100000,46.08,1,13
8082642,23.4,1,7
7313789,22.3,1,2
11500000,58.4,3,4
7650000,37.6,1,11
16422986,37.72,1,12
13950000,70.2,2,6
18900000,75.0,3,2
29400000,60.4,2,5
10270531,36.0,1,3
20990000,44.0,1,18
31200000,56.0,1,1
36500000,78.0,2,38
74507616,126.0,5,42
51168752,107.0,3,4
77000000,87.7,2,11
13900000,51.2,2,7
14696000,82.11,3,11
19200000,56.0,3,3
9316000,42.0,1,23
5200000,31.0,1,3
7360294,19.0,1,8
11000000,55.0,2,8
27900000,59.1,2,7
7300000,29.0,1,16
13000000,52.4,1,5
5400000,32.0,1,17
5000000,25.0,1,25
6699000,38.0,1,14
38900000,115.0,4,7
10000000,44.0,2,4
22220000,38.43,2,25
8000000,55.5,1,10
45000000,140.0,3,12
18750000,55.0,2,21
7189116,21.3,1,2
20102768,62.0,2,6
34000000,68.75,3,8
24100000,58.0,3,5
12550000,97.4,3,15
90000000,149.8,4,4
14000000,82.0,3,14
23300000,57.0,2,8
13999000,56.9,3,6
7900000,58.0,3,1
21065452,43.0,2,34
50000000,89.0,2,2
11762400,26.0,1,38
13450000,41.0,2,5
21600000,64.5,3,16
13460014,54.37,2,12
27150000,77.4,2,3
15199170,47.1,2,8
21800000,60.3,2,11
18900000,30.54,1,15
8800000,55.0,2,2
5800000,44.2,2,3
16329600,57.0,2,12
12700000,58.0,3,8
13500000,73.3,3,4
21000000,80.1,3,10
23624022,40.0,1,12
17100000,73.5,3,16
12550000,32.0,1,2
6900000,49.3,2,1
12500000,38.3,2,11
17199000,60.0,3,2
18750000,58.1,2,8
10990000,40.2,1,15
15500000,74.1,2,4
39000000,100.0,3,4
29200000,100.0,3,4
14950000,88.8,3,15
9200000,41.0,1,7
13500000,66.9,3,12
14200000,56.0,2,10
25409580,70.7,2,4
9900000,32.8,1,5
17500000,75.0,3,15
6950000,36.6,1,17
4480000,28.8,1,2
8999000,57.7,2,9
33468920,66.4,3,31
17218088,39.0,1,29
8506440,24.0,1,12
9849057,58.0,2,2
6300000,37.0,1,7
8292345,23.2,1,13
10903398,39.0,1,4
52500000,133.68,3,17
9045307,29.8,1,8
15899003,43.6,2,22
23200914,65.0,2,8
7425521,19.1,1,11
10500000,46.0,2,2
98000000,189.0,5,13
46387470,96.11,3,30
17650000,40.0,2,3
9500000,46.0,1,21
14985000,60.0,2,17
21700000,79.1,3,5
7450000,57.0,2,7
26793810,64.3,2,41
23000000,56.5,3,7
160000000,235.0,5,6
10200000,37.6,2,6
12500000,55.0,2,6
63000000,120.0,3,17
8000000,52.8,2,1
19396574,112.5,4,4
110000000,124.0,3,3
13122767,44.2,2,5
29504300,57.0,1,8
25719486,81.1,3,25
13590000,45.3,1,13
44007600,109.0,3,22
8990000,40.0,2,1
9134000,34.6,1,9
17000000,51.0,2,22
9200000,44.6,2,6
6900000,34.3,1,9
10800000,27.3,1,5
18350192,56.0,2,31
16500000,36.9,1,5
74000000,114.2,4,5
10000000,48.6,1,8
18823291,66.6,2,23
20700000,87.0,4,2
14800000,70.9,3,2
11500000,53.0,2,8
29639460,72.01,2,42
17953492,74.3,3,9
14173958,60.0,3,9
7800000,34.2,1,5
12502100,59.0,2,3
8550000,44.6,1,2
14300000,31.2,1,3
220000000,210.6,4,2
13628524,56.5,3,29
33791300,73.3,3,17
3808074,26.48,1,19
23856450,45.0,1,29
7750000,37.0,1,3
33500000,90.8,3,2
3900000,24.6,1,17
9500000,27.0,1,8
21500000,54.0,2,3
12500000,40.3,1,3
6750000,40.7,1,9
10680000,25.0,1,2
6200000,31.1,1,2
11000000,31.5,1,3
29574012,84.0,3,4
50000000,64.1,2,4
13129683,55.1,3,14
13500000,65.0,3,6
7297519,20.5,1,14
15000000,39.4,1,18
20271750,72.58,2,17
6800000,36.1,1,14
34999000,95.0,4,3
37070000,67.4,3,3
47000000,158.0,5,16
19000000,87.1,3,2
14000000,56.2,2,13
26596354,61.3,2,40
15674833,52.3,2,10
7300000,46.6,2,6
10000000,67.6,2,4
15900000,58.0,3,1
53000000,133.0,4,17
54564063,127.45,3,8
16000000,59.0,2,15
30000000,69.5,2,3
52991380,126.2,5,14
42500000,77.0,3,15
9999999,38.6,1,11
6250000,26.1,1,17
8150000,34.4,1,25
21228200,35.0,1,12
16850000,52.4,3,2
10850000,41.2,2,5
8764800,26.0,1,5
10500000,64.9,2,9
18988305,57.9,2,5
279900000,388.0,6,11
142115104,136.0,4,5
14000000,38.7,1,13
12600000,37.5,1,1
15900000,55.0,2,2
28100000,59.62,2,3
12000000,66.3,2,1
45131910,109.81,3,3
9800000,37.7,2,6
29500000,71.8,3,14
4800000,19.0,1,8
31694000,97.8,3,6
8300000,41.7,2,3
17200000,80.2,3,12
13099000,43.0,1,9
5750000,30.3,1,3
9800000,33.0,1,9
12600000,61.4,3,8
12990000,26.0,1,2
14750000,55.8,2,16
8012197,23.0,1,5
12700000,40.0,1,6
16000000,45.0,2,7
135000000,131.0,4,6
9518947,54.19,3,5
4700000,17.0,1,1
12500000,97.2,2,9
12000000,42.8,2,7
7940000,19.4,1,2
33485350,85.6,3,40
26000000,57.0,2,3
8100000,44.6,2,16
10750000,70.8,3,2
9100000,41.0,1,16
15399999,54.0,2,4
13030360,37.66,2,4
32000000,57.0,2,3
4990000,36.5,1,16
7940000,49.0,2,10
44000000,100.0,3,14
26280788,63.85,2,42
18660000,36.0,1,13
8690000,45.0,2,3
20987400,55.23,3,21
38394000,106.65,3,4
7550000,40.3,1,4
22900000,73.3,3,15
9400000,42.0,2,17
9650000,48.0,1,2
8700000,35.0,1,8
21000000,77.0,3,1
14000000,93.0,3,2
15691550,41.9,1,28
18220000,36.74,1,23
12350000,30.4,1,3
14266200,40.3,1,12
226000000,215.0,1,4
21967214,61.88,2,5
17179892,67.0,2,10
18500000,69.0,2,11
6500000,31.6,1,3
15334803,57.2,3,14
80000000,132.0,3,5
11500000,75.0,3,14
6407597,40.8,2,3
16363399,78.84,3,16
7550000,47.0,1,22
14500000,39.0,1,20
9400000,42.2,1,8
5900000,35.2,1,16
11500000,40.0,1,4
12890627,32.9,1,19
15799000,73.4,3,11
15525000,62.1,2,13
6800000,45.0,2,3
75000000,105.0,3,25
11313799,40.0,2,10
28000000,95.5,3,3
23600000,71.0,3,5
12500000,60.0,2,1
12800000,56.4,3,7
13900000,50.0,2,4
27811501,54.12,1,3
135000000,520.0,6,13
29000000,71.2,2,6
14908050,72.9,3,4
34300000,68.7,1,1
18950000,78.5,3,22
6500000,44.7,2,8
19568352,58.0,2,13
13900000,43.8,1,9
15100000,75.3,3,13
12215350,59.5,2,18
7304178,20.0,1,24
3950000,14.6,1,1
12199000,54.1,2,10
19667262,65.9,3,11
17087534,55.7,2,2
15500000,62.0,4,6
12029655,62.0,3,5
14211455,49.5,2,5
5849000,38.5,1,1
9000000,36.4,1,1
20970000,45.0,1,8
18085925,41.55,1,36
26473230,85.26,3,13
13599000,37.6,2,1
7990000,51.6,2,15
115000000,260.0,6,4
13500000,63.0,3,1
39594800,110.6,3,3
21900000,80.09,2,3
33210750,90.1,3,16
15900000,58.7,3,8
11450000,62.0,2,23
8190000,39.6,1,16
21000000,91.0,4,2
12200000,50.0,2,8
16759685,82.7,4,1
111600000,186.0,4,5
27028638,78.0,3,6
22300000,67.0,3,3
12500000,46.6,1,8
7800000,36.4,1,3
28000000,56.0,2,6
12707500,57.5,2,2
7021275,26.0,1,14
7992067,29.2,1,21
37402987,90.9,3,10
12900000,38.0,1,4
28000000,72.0,3,6
11100000,29.7,1,18
50900000,101.8,3,5
6900000,27.7,1,15
12000000,53.5,2,13
72000000,145.0,5,32
6000000,41.5,1,6
20100000,69.6,1,9
12000000,54.0,2,4
43300000,88.11,4,14
6682566,22.0,1,21
10409419,36.0,1,10
9200000,32.5,1,6
33000000,90.1,3,5
7300000,42.0,1,16
11500000,48.0,2,24
5026928,31.46,1,1
14720280,66.6,3,28
7800000,44.0,1,6
15000000,80.0,3,11
10100000,48.9,2,7
12000000,37.0,2,2
13000000,53.9,2,15
18830000,40.21,1,9
24704102,94.0,3,11
9313800,34.0,1,9
13000000,64.0,2,7
20000000,53.7,2,13
8750000,31.0,1,5
8214312,23.4,1,10
8200000,54.8,2,6
23500000,72.1,3,3
10200000,45.65,2,13
17800000,75.2,3,16
10528102,35.0,1,7
23654242,58.0,1,14
13300000,85.0,2,5
10500000,50.1,2,2
24160630,48.0,1,17
11900000,56.9,3,3
23500000,110.0,4,6
20000000,121.4,3,1
13000000,71.0,3,4
23500000,106.0,4,6
6000000,33.0,1,14
22000000,75.0,3,22
29000000,69.2,3,2
150000000,196.0,3,3
13883600,57.0,2,9
45000000,101.0,4,7
11400000,39.0,1,13
16500000,52.0,2,2
11500000,44.8,2,8
10476861,37.0,2,15
7500000,41.0,1,2
16500000,85.2,3,12
18500000,52.3,2,23
13200000,52.1,2,7
24170000,66.48,2,19
18500000,49.0,1,26
50723100,123.0,5,40
13500000,58.8,2,3
10984943,35.3,1,8
34887521,69.4,2,7
14500000,55.0,3,1
15500000,56.5,2,1
14780000,44.9,2,7
21500000,35.0,2,14
5999999,24.0,1,15
11990000,83.3,3,22
5300000,27.2,1,3
85000000,170.5,4,5
21800000,60.6,2,22
4200000,27.4,1,1
99000000,126.6,3,6
21155113,58.9,2,17
29024307,73.6,3,2
8339415,20.5,1,2
14900000,81.3,3,3
10000000,38.0,1,13
12700000,53.1,2,13
36520000,83.0,3,15
19300000,41.05,1,15
20000000,83.6,4,2
11500000,43.2,1,1
11795238,49.0,2,8
23000000,96.7,3,5
19700000,80.1,3,9
130000000,132.0,3,5
27000000,57.0,2,9
7400000,40.0,1,13
29900000,105.0,3,2
43555664,68.57,3,10
29800000,92.0,4,2
37245500,81.5,3,39
16700000,60.3,2,15
15953188,71.9,3,15
55100000,145.0,4,5
17620412,55.8,2,23
10600000,65.0,2,10
12800000,93.6,3,2
106107120,155.4,5,6
13300000,54.0,2,12
7200000,39.3,2,4
24000120,65.2,2,7
100000000,196.0,4,7
5833579,28.61,1,12
15800000,42.0,1,6
10500000,52.8,3,6
12000000,54.3,1,1
9999999,67.6,2,4
13000000,71.3,3,12
11278900,36.0,1,11
6668002,22.0,1,17
13800000,74.0,3,16
12500000,47.0,2,3
16000000,68.0,2,14
48000000,126.6,3,11
6650384,54.44,2,13
4900000,19.8,1,8
11000000,40.0,1,9
6700000,38.6,1,10
38048136,84.0,3,31
16625505,75.0,2,4
33000000,81.9,3,8
13500000,82.7,3,16
45789840,112.23,3,3
18600000,51.8,2,5
13270000,34.1,1,2
11000000,51.2,3,8
13825640,42.1,1,6
15990000,40.0,1,9
22307048,58.4,2,17
4200000,11.8,1,1
28950000,70.4,2,19
10000000,38.0,1,9
34500000,80.9,4,4
22157800,53.2,2,14
16500000,74.8,3,11
17374500,49.5,2,18
110000000,94.4,2,2
9500000,63.2,4,9
11661561,49.0,2,19
17520000,81.2,3,6
7500000,41.0,1,7
3050000,16.5,1,4
3750000,27.5,1,1
13309318,31.9,1,21
16581223,76.0,3,12
8868800,24.0,1,11
28000000,50.0,1,28
10900000,45.0,2,7
18853444,58.0,2,4
9200000,39.0,1,2
10700000,63.0,2,13
4500000,35.3,1,2
48404000,76.6,2,6
19700000,60.5,2,9
7500000,42.3,2,4
7434504,35.76,1,17
38500000,89.0,3,4
17550000,118.7,3,2
19500000,60.0,2,12
11200000,45.0,2,4
29900000,83.5,3,17
18800000,60.3,2,17
39200000,90.5,2,4
68750000,150.0,4,3
7332099,20.4,1,23
13800000,71.0,2,2
12900000,44.3,2,4
41000000,101.5,3,23
9850000,35.3,1,7
18200000,97.0,4,13
9000000,55.8,2,12
14300000,51.0,2,13
11000000,31.0,1,5
16500000,66.8,3,1
8100000,32.5,1,1
13200000,53.9,2,16
6650000,44.0,2,3
21699252,85.0,3,20
8350000,66.5,3,12
25500000,97.0,3,1
54571986,102.9,3,14
13699000,75.7,3,5
8950000,55.0,2,16
9900000,58.1,2,4
34000000,127.7,3,2
9000000,43.0,1,16
90000000,134.4,3,8
17500000,62.0,3,9
25000000,58.1,2,6
29357100,66.0,2,33
8985000,36.1,1,3
32800000,104.0,4,2
14300000,70.0,2,12
10844210,39.06,1,22
14280000,35.2,1,9
13200000,58.0,2,14
9600000,39.0,1,7
8200000,53.0,2,4
85000000,180.8,4,5
11194698,35.0,1,16
9998788,33.07,1,19
6800000,25.0,1,21
11000000,32.0,1,4
6450000,40.6,1,8
9244700,38.6,1,4
16682504,76.0,3,4
2750000,15.4,1,1
46346940,92.5,3,5
13293282,46.0,2,23
13300000,45.0,2,1
13236518,79.9,2,9
10966299,35.0,1,18
28121868,44.0,1,37
13800000,60.0,3,9
10480000,44.4,2,7
11170000,56.0,2,4
30302004,60.0,2,14
9600000,50.6,2,3
7900000,38.7,1,14
34758331,142.4,4,4
24900000,80.1,3,14
8300000,37.6,2,9
34400000,75.1,3,7
32112657,75.3,1,13
12788000,56.0,2,6
44399600,108.0,3,21
9300000,44.0,2,4
17795996,85.0,4,3
4799000,21.0,1,2
15600000,58.0,3,5
22702877,36.8,1,5
289071225,273.4,4,7
9663652,24.7,1,11
45000000,82.5,2,5
13506060,58.8,3,12
4591167,32.39,1,20
8750000,45.3,2,18
19500000,56.0,2,10
54000000,130.0,3,10
12500000,44.0,2,4
88000000,191.4,4,6
29800000,41.0,1,5
8750000,38.0,1,16
63228672,98.5,4,29
8100000,43.0,1,7
8200000,44.0,2,5
13189841,57.96,2,17
17073480,50.0,2,7
30686040,56.7,2,5
241878400,409.8,6,7
15075404,56.57,2,8
16010500,45.1,1,23
11014616,44.0,1,24
7700000,34.3,1,7
7901732,29.2,1,5
11280175,25.9,1,30
4800000,23.7,1,1
120939200,138.0,3,2
14000000,54.3,2,6
7868720,23.0,1,14
15481364,46.0,2,13
45262800,68.58,3,13
33490463,58.69,1,6
7950000,51.39,2,21
43244352,70.02,2,15
11100332,29.3,1,17
9000000,62.2,2,14
15475000,61.9,2,10
40452520,105.4,4,6
7800000,41.1,2,1
16500000,57.0,2,8
7146331,35.68,2,17
17500000,84.9,3,7
4450000,31.7,1,4
7400000,40.41,1,4
19150000,75.92,3,4
75000000,127.1,3,26
6800000,55.0,3,1
13500000,90.0,3,17
11500000,45.0,2,1
8300000,38.6,1,1
16000000,91.87,3,16
10800000,65.0,3,5
22990000,62.9,2,25
19000000,112.0,4,7
11400000,43.1,2,5
11100000,30.0,1,11
27500000,55.0,2,1
23889489,38.0,1,6
38007000,102.5,3,3
10500000,45.3,2,4
10850000,63.7,2,17
19673200,72.0,2,14
13500000,57.8,3,5
10490000,74.0,3,1
22799999,68.7,2,8
9300000,60.0,3,4
34303360,63.0,2,20
17917380,55.8,2,17
18200000,40.0,2,5
4440000,29.8,1,3
11400000,35.4,1,10
13500000,88.6,3,2
17000000,61.7,2,12
35411136,86.0,3,27
8500000,60.0,2,9
5027240,32.0,1,2
16071877,37.26,1,4
16250000,36.1,1,20
13950000,53.8,2,6
8499000,33.0,1,5
14500000,87.0,3,12
7500000,44.5,1,5
43000000,70.3,3,11
7277849,20.28,1,25
10655400,50.74,1,18
22717058,59.08,2,21
8900000,50.0,2,18
31188400,75.7,3,16
11690000,74.5,3,12
17800000,85.0,3,6
13770772,55.1,3,14
13100000,53.3,2,3
21830000,38.0,1,20
21300000,73.3,3,8
9500000,41.0,1,3
50000000,119.7,4,34
10500000,44.0,2,9
6200000,41.9,1,14
12000000,45.2,2,1
76633363,94.9,4,19
9870101,36.0,1,7
10900000,55.6,3,6
13500000,65.0,4,9
19500000,57.5,2,8
14084408,27.0,1,21
5700000,16.6,1,2
13806156,71.4,2,3
9999999,46.0,2,1
6450000,34.7,1,8
10999000,61.0,2,6
6500000,33.2,1,3
6000000,41.2,2,4
11759423,46.8,2,20
49500000,120.0,3,4
14349999,59.7,2,3
13200000,38.1,1,10
13103386,33.0,1,27
11657064,33.8,2,15
8777621,72.08,3,10
19000000,72.0,3,17
25653043,104.2,2,2
92000000,195.0,4,3
82000000,233.4,5,16
14300000,64.0,3,9
23900000,82.0,3,14
14000000,63.0,3,1
68000000,115.6,4,7
22500000,56.0,2,8
21835560,47.0,1,5
10200000,38.0,2,9
14212118,53.0,3,6
10650000,53.0,2,12
13300000,68.2,2,8
8550000,35.0,1,17
11600000,89.0,2,8
11500000,44.1,2,6
67000000,145.0,4,9
24693552,82.0,3,19
12800000,72.0,3,4
19405400,58.1,2,13
16000000,50.2,2,17
32577292,82.0,2,23
8500000,41.25,2,8
7700000,40.0,1,15
20615463,53.0,2,24
12200000,37.3,1,1
80000000,140.0,4,5
11270553,60.1,3,7
22500000,76.0,3,5
28167000,45.8,1,7
35091540,66.6,2,20
11300000,58.5,3,5
9400000,29.0,1,3
8028019,24.0,1,4
3600000,27.0,1,11
11990000,95.5,3,1
39300000,93.0,3,6
10743878,80.1,3,2
17195652,68.2,2,2
19735632,57.0,2,16
62000000,191.0,4,20
8000000,48.1,2,1
18204405,37.37,2,14
25000000,55.5,2,2
14000000,41.6,1,13
26500000,102.0,3,19
9600000,63.2,3,7
28130760,76.86,3,4
18250801,61.5,2,8
16500000,40.5,2,20
6897348,34.05,2,4
8650000,39.1,1,2
25799991,65.71,3,9
8400000,48.36,2,4
18000000,58.3,3,3
120000000,110.0,4,6
13699000,52.6,1,18
60519999,96.54,3,13
14300000,102.0,4,13
18500000,54.0,2,16
32190000,74.0,2,16
10200000,53.0,2,1
126986160,208.4,4,12
11500000,67.79,2,6
37823540,91.3,3,30
45000000,76.0,2,17
14855057,62.99,3,23
7950000,33.3,1,4
25500000,78.0,2,3
12000000,47.0,2,5
5319686,33.7,1,2
72000000,122.8,3,3
18323123,48.31,2,12
7500000,34.5,2,4
28490000,56.1,2,2
280000000,388.3,6,11
14700000,41.78,1,6
31750000,61.45,2,25
20500000,69.1,2,7
16189600,47.2,2,7
13000000,57.2,2,7
41000000,134.0,3,4
8623546,28.7,1,4
12500000,55.7,2,11
7000000,36.0,1,3
17900000,82.6,3,21
5500000,30.2,1,2
27830000,50.6,2,3
21900000,39.3,1,13
18725173,62.9,2,11
53000000,86.3,3,11
13600000,63.0,2,16
16300000,37.3,1,2
6500012,42.77,2,15
6149000,42.5,2,2
55000000,117.0,3,18
26156040,41.11,1,35
7869977,24.0,1,9
7955275,26.0,1,4
10550000,36.5,1,30
8565085,29.0,1,16
5350000,39.3,1,15
5893381,20.6,1,18
12004600,38.6,1,10
7800000,38.0,1,4
6100000,49.6,2,2
8649589,33.2,1,9
15000000,37.0,1,16
6650000,41.0,1,6
48529932,71.0,2,4
23763115,98.8,3,5
50000000,53.2,2,10
7500000,40.0,1,19
5000000,17.3,1,1
14500000,41.4,2,5
9900000,35.0,1,16
9200000,38.0,1,8
32706080,106.52,3,11
11300000,41.0,1,9
12750000,44.0,2,3
20075588,70.1,3,16
19928889,62.8,2,13
10700000,42.0,2,3
5700000,29.0,1,8
14650000,31.0,1,8
7957525,37.35,2,2
8617379,19.3,1,9
19239128,44.0,2,25
11599000,72.4,2,5
15171000,49.87,1,19
11200000,57.3,2,5
6704184,26.9,1,10
55673683,78.4,2,11
13300000,45.1,2,4
15300000,38.0,1,7
13700000,55.0,2,6
12490000,37.6,1,5
4990000,26.0,1,3
12500000,102.0,3,1
15200000,40.0,1,7
20500000,56.0,2,12
10800000,68.0,3,4
6200000,45.0,2,4
20800000,79.2,3,1
31338414,57.18,2,7
18700000,80.0,3,13
72300000,104.2,4,6
31380000,62.0,2,13
11500000,35.0,1,7
15500000,48.0,2,1
13879645,61.6,3,17
14000000,75.0,2,16
14800000,67.0,3,9
33999000,65.0,3,3
12500000,55.0,2,12
22367020,76.0,3,10
13500000,38.0,1,11
15822965,72.0,4,14
7300000,45.0,1,4
15540653,55.0,3,14
36408900,97.35,3,3
16500000,70.2,3,11
16000000,59.6,2,12
12990000,56.3,2,5
